"Term","Cell_Type","Overlap.x","P.value.x","Adjusted.P.value.x","Old.P.value.x","Old.Adjusted.P.value.x","Odds.Ratio.x","Combined.Score.x","Genes.x","Sex.x","metadata.x","Specie.x","Overlap.y","P.value.y","Adjusted.P.value.y","Old.P.value.y","Old.Adjusted.P.value.y","Odds.Ratio.y","Combined.Score.y","Genes.y","Sex.y","metadata.y","Specie.y"
"Retrograde endocannabinoid signaling","Sncg","20/150",0.000000000186083587637302,0.00000000453578744865923,0,0,6.93164376227021,155.302266476787,"GRIA1;GABRA2;GABRB2;NDUFB9;NDUFA13;KCNJ6;NDUFA4;NDUFA10;NDUFB2;NDUFA1;GABRG1;GNG3;NDUFS7;CNR1;NDUFS5;NDUFV3;NDUFV2;NDUFV1;MGLL;GRIA4","females","Users","Human","4/150",0.0437123880918684,0.576769643251523,0,0,3.1344377190188,9.81117790547857,"NDUFB9;PLCB4;NDUFS5;NDUFC2","females","M_MUT_and_WT_F_P60_CORT","Mouse"
"Retrograde endocannabinoid signaling","Sst","20/150",0.00000000108355022812319,0.0000000321001755081496,0,0,6.22161554520636,128.432952415698,"GRIA2;GABRB2;NDUFB9;NDUFA13;NDUFA5;NDUFB11;NDUFA4;NDUFB2;NDUFA1;ADCY2;GNG3;GNG2;NDUFS7;GNG4;GNAQ;NDUFAB1;NDUFS2;MAPK1;NDUFV1;MGLL","females","Users","Human","10/150",0.00311309128832645,0.016421556545922,0,0,2.98429802955665,17.2257832322786,"GNAO1;GRIA2;MAPK9;NDUFA13;SLC32A1;NDUFA4;PRKCA;ADCY1;PLCB1;GRIA3","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Ribosome","Sst","20/170",0.00000000982524282246145,0.000000258731394324818,0,0,5.38649965205289,99.3179555960265,"RPL30;RPL34;RPLP1;RPL22;MRPS21;RPL10A;RPL7A;RPS28;RPS18;RPL36;RPL35;RPL26;FAU;RPL18;RPS27A;RPS21;RPL17;RPS13;RPS12;RPS23","females","Users","Human","8/170",0.0499602970628178,0.140798901764801,0,0,2.05203200339109,6.14896858015468,"RPL3;RPLP1;RPL13;RPS2;FAU;RPL10A;RPL28;UBA52","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Salivary secretion","L2_3_IT","15/78",0.000114115525180369,0.000959283633547479,0,0,3.4968128983877,31.7451138915497,"PRKCG;GUCY1A2;GUCY1B1;PRKCB;ITPR1;ATP2B4;ATP1A3;ATP1B3;PRKCA;ATP2B2;ADCY1;ATP1A1;GNAQ;CALM2;VAMP2","females","Users","Human","2/78",0.0463363315170716,0.497705183838912,0,0,6.06976744186047,18.6452872117817,"CHRM3;ADCY1","females","M_MUT_and_WT_F_P150_CORT","Mouse"
"Salivary secretion","Pvalb","8/78",0.0271640475560198,0.204529299245325,0,0,2.37402029664325,8.56038710836335,"GUCY1A2;KCNMA1;ATP1A3;CALM3;ATP1A1;CALM1;PRKACB;CALM2","females","Users","Human","11/78",0.000173355626187178,0.00256974222348052,0,0,4.19104875091917,36.2951755111241,"GNAQ;KCNMA1;GNAS;ATP1A3;ATP2B2;ADCY1;ATP2B1;ATP1B1;CALM1;PRKACB;CALM2","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Salivary secretion","Sncg","6/78",0.00833140973569664,0.0600992596502927,0,0,3.64737827715356,17.4626354124504,"CST3;GUCY1A2;ATP2B2;ATP1A1;ATP1B1;CALM2","females","Users","Human","5/78",0.00156248971609441,0.0644527007888944,0,0,6.3984288774914,41.3432866832485,"CST3;GNAS;ATP2B1;CALM1;ADRA1A","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Salivary secretion","Sncg","6/78",0.00833140973569664,0.0600992596502927,0,0,3.64737827715356,17.4626354124504,"CST3;GUCY1A2;ATP2B2;ATP1A1;ATP1B1;CALM2","females","Users","Human","3/78",0.0315164673947688,0.527900828862377,0,0,4.56624277456647,15.7866204363756,"PLCB4;ATP2B1;CALM2","females","M_MUT_and_WT_F_P60_CORT","Mouse"
"Salivary secretion","Sst","6/78",0.0132505389432105,0.0748994772843117,0,0,3.2841446923597,14.1997124089631,"GUCY1A2;GNAQ;KCNMA1;ADCY2;CALM3;CALM2","females","Users","Human","10/78",0.0000151362746660697,0.000220745801270377,0,0,6.16696247464503,68.4435174623247,"GNAS;ATP1A3;PRKCA;ATP2B2;ADCY1;ATP2B1;ATP1B1;PLCB1;CALM1;CALM2","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Salmonella infection","Sst","5/78",0.0453715066287836,0.158133045162084,0,0,2.6936941933337,8.33124859486458,"CDC42;DYNC1I2;ROCK2;ARPC3;MAPK1","females","Users","Human","6/78",0.0104863447645618,0.0451554845984191,0,0,3.46403133903134,15.787951087963,"MAPK9;DYNC1H1;WASL;KLC1;ACTB;ACTG1","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Synaptic vesicle cycle","Lamp5","7/77",0.00301366701212479,0.0580130899834022,0,0,3.96591836734694,23.0205604957317,"RIMS1;AP2S1;ATP6V1H;STX3;SLC6A1;CPLX2;ATP6V0C","females","Users","Human","2/77",0.00940303022536849,0.0962842892511354,0,0,14.7311111111111,68.7460191220301,"STXBP1;SLC1A2","females","M_MUT_and_WT_F_P60_CORT","Mouse"
"Synaptic vesicle cycle","Pvalb","15/77",0.00000197677362957816,0.0000506054049172008,0,0,5.06652337643882,66.5439435994992,"NSF;SNAP25;ATP6V1G1;ATP6V0B;RAB3A;SYT1;CLTA;CPLX1;AP2S1;ATP6V0D1;ATP6V0E2;ATP6V0C;AP2M1;STX1A;ATP6V1F","females","Users","Human","14/77",0.0000010917840686303,0.0000687823963237089,0,0,5.69667260843731,78.202197980766,"NSF;SNAP25;ATP6V0B;RAB3A;SYT1;STXBP1;CLTC;SLC1A1;CACNA1A;SLC6A1;CPLX1;DNM1;ATP6V0C;ATP6V0A1","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Thermogenesis","Pvalb","54/231",0.000000000000000000000015282930036764,0.000000000000000000000652071681568596,0,0,6.63532991359638,348.589085498614,"ATF2;COX7B;NDUFA13;NDUFA12;COX4I1;NDUFA10;COX6A1;COX7C;ACTB;RPS6KA2;UQCRFS1;PRKACB;COX8A;SDHD;ARID1B;COX6B1;NDUFS8;NDUFS7;NDUFS5;NDUFS4;NDUFS3;NDUFS2;NDUFB9;PRKAA1;NDUFB8;NDUFB7;SMARCD3;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB4;NDUFB2;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;COX14;NDUFV3;CYC1;NDUFV2;NDUFV1;NDUFA8;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;COX6C;UQCRQ;RHEB;NDUFAB1","females","Users","Human","23/231",0.0000269271159259308,0.000565469434444548,0,0,2.8474679920891,29.9621310022737,"COX8A;COX7B;NDUFA13;SMARCB1;PRKAA2;NDUFA4;COX4I1;ATP5A1;ACSL3;ADCY1;ATP5G3;COX5B;COX6C;COX7C;ATP5L;ACTG1;ATP5J2;ATP5B;GNAS;UQCRFS1;UQCRC2;SOS1;PRKACB","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Thermogenesis","Sst","27/231",0.0000000000292298132069552,0.00000000115457762167473,0,0,5.41104810568295,131.249473401885,"NDUFB9;NDUFA13;NDUFB11;COX4I1;NDUFB2;UQCR11;ADCY2;COX7A2;UQCR10;COX5B;COX6A1;COX5A;UQCRH;UQCRFS1;NDUFV1;COX8A;NDUFA5;NDUFA4;NDUFA1;COX6C;SMARCA2;ARID1B;NDUFS7;UQCRQ;NDUFAB1;NDUFS2;MGLL","females","Users","Human","17/231",0.0000392613580522363,0.000436007713106414,0,0,3.35696026503609,34.0572675243964,"COX8A;COX7B;NDUFA13;NDUFA4;COX4I1;ATP5A1;ATP5J;ADCY1;CPT1C;COX6C;SDHA;ATP5F1;COX7C;ACTB;ACTG1;UQCRC1;GNAS","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Ubiquitin mediated proteolysis","L2_3_IT","15/138",0.0318308066247014,0.0930705106743985,0,0,1.7852890339927,6.15446383586724,"FANCL;HUWE1;UBE4A;XIAP;UBE2G2;PRPF19;HERC4;UBE2W;UBE2N;UBE2O;UBA1;TRIM37;TRIP12;STUB1;UBE2K","females","Users","Human","3/138",0.0230427209778887,0.497705183838912,0,0,5.17045751633987,19.4947206925626,"HERC3;UBR5;TRIM37","females","M_MUT_and_WT_F_P150_CORT","Mouse"
"Ubiquitin mediated proteolysis","L2_3_IT","15/138",0.0318308066247014,0.0930705106743985,0,0,1.7852890339927,6.15446383586724,"FANCL;HUWE1;UBE4A;XIAP;UBE2G2;PRPF19;HERC4;UBE2W;UBE2N;UBE2O;UBA1;TRIM37;TRIP12;STUB1;UBE2K","females","Users","Human","1/138",0.0273175023451507,0.0273175023451507,0,0,48.3187347931873,173.958446014268,"MID1","females","M_MUT_and_WT_F_P60_CORT","Mouse"
"Vascular smooth muscle contraction","Sst","8/140",0.0243414640450935,0.108160846590648,0,0,2.3907918286737,8.88316406197057,"GUCY1A2;ROCK2;GNAQ;KCNMA1;MAPK1;CALM3;ADCY2;CALM2","females","Users","Human","8/140",0.0185672098086947,0.0687312503444662,0,0,2.52230459097412,10.0548095072401,"ARAF;GNAS;PRKCA;BRAF;ADCY1;CALM1;PLCB1;CALM2","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Vasopressin-regulated water reabsorption","Pvalb","8/43",0.000686461936480534,0.0117156170492678,0,0,4.7567837626854,34.6482216098479,"DYNC2LI1;NSF;DYNC1H1;DYNC1LI1;DCTN2;DYNLL1;PRKACB;RAB5A","females","Users","Human","5/43",0.0230738857738983,0.121137900312966,0,0,3.33727316971425,12.5783620782783,"DYNC2H1;NSF;GNAS;PRKACB;RAB11A","females","M_MUT_and_WT_F_P30_CORT","Mouse"
