"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Cell_Type","Sex","metadata"
"Thyroid hormone synthesis","1/73",0.185398330679893,0.337161560293277,0,0,5.01818181818182,8.45688403305268,"ATP1A2","Non-neuronal","","Users"
"Bacterial invasion of epithelial cells","1/74",0.18768756778531,0.337161560293277,0,0,4.94919053549191,8.27987981662894,"ACTB","Non-neuronal","","Users"
"Pathways in cancer","3/535",0.188724368088738,0.337161560293277,0,0,2.06539934742517,3.4439866958796,"PDGFRA;HSP90AA1;HSP90AB1","Non-neuronal","","Users"
"Glioma","1/75",0.189970486148674,0.337161560293277,0,0,4.88206388206388,8.10855426211303,"PDGFRA","Non-neuronal","","Users"
"Synaptic vesicle cycle","1/77",0.1945174349528,0.337161560293277,0,0,4.75311004784689,7.78195090484382,"SLC6A1","Non-neuronal","","Users"
"Salivary secretion","1/78",0.196781499561096,0.337161560293277,0,0,4.69114521841795,7.62621325808419,"ATP1A2","Non-neuronal","","Users"
"Salmonella infection","1/78",0.196781499561096,0.337161560293277,0,0,4.69114521841795,7.62621325808419,"ACTB","Non-neuronal","","Users"
"MAPK signaling pathway","2/294",0.198989022092096,0.337161560293277,0,0,2.49264332825977,4.02438666498663,"PDGFRA;TAOK3","Non-neuronal","","Users"
"ECM-receptor interaction","1/83",0.208008402530611,0.337161560293277,0,0,4.4039911308204,6.91504471561902,"TNR","Non-neuronal","","Users"
"Insulin secretion","1/86",0.214670414237811,0.337161560293277,0,0,4.24791443850267,6.53605943020765,"ATP1A2","Non-neuronal","","Users"
"Gap junction","1/86",0.214670414237811,0.337161560293277,0,0,4.24791443850267,6.53605943020765,"PDGFRA","Non-neuronal","","Users"
"Viral myocarditis","1/87",0.216878830070529,0.337161560293277,0,0,4.19830866807611,6.41676410674581,"ACTB","Non-neuronal","","Users"
"Arachidonic acid metabolism","1/89",0.221277379336718,0.337161560293277,0,0,4.10247933884297,6.18792652439893,"PTGDS","Non-neuronal","","Users"
"Protein digestion and absorption","1/90",0.223467545775776,0.337161560293277,0,0,4.0561797752809,6.07814111814693,"ATP1A2","Non-neuronal","","Users"
"GABAergic synapse","1/90",0.223467545775776,0.337161560293277,0,0,4.0561797752809,6.07814111814693,"SLC6A1","Non-neuronal","","Users"
"Morphine addiction","1/92",0.227829744507081,0.337816517717395,0,0,3.96663336663337,5.86727217627788,"PDE4B","Non-neuronal","","Users"
"Choline metabolism in cancer","1/99",0.242908745696064,0.354070375082399,0,0,3.68200371057514,5.21029092249198,"PDGFRA","Non-neuronal","","Users"
"Aldosterone synthesis and secretion","1/102",0.249282291198701,0.357304617384805,0,0,3.57209720972097,4.96224786993517,"ATP1A2","Non-neuronal","","Users"
"Pancreatic secretion","1/105",0.255603131418356,0.36035851314719,0,0,3.46853146853147,4.73152542260774,"ATP1A2","Non-neuronal","","Users"
"Leukocyte transendothelial migration","1/115",0.276297418914452,0.38325125849424,0,0,3.16267942583732,4.06808303316666,"ACTB","Non-neuronal","","Users"
"Lysosome","1/124",0.294438500840975,0.398322968182268,0,0,2.92993348115299,3.58238607985458,"SCARB2","Non-neuronal","","Users"
"Platelet activation","1/125",0.296426394926339,0.398322968182268,0,0,2.90615835777126,3.53376167383116,"ACTB","Non-neuronal","","Users"
"Purine metabolism","1/136",0.317933426611457,0.419281038015616,0,0,2.66787878787879,3.05715770150581,"PDE4B","Non-neuronal","","Users"
"Ubiquitin mediated proteolysis","1/138",0.321773819872449,0.419281038015616,0,0,2.62866622428666,2.98066146309095,"UBE2D3","Non-neuronal","","Users"
"Apoptosis","1/141",0.327494621774838,0.420366230934866,0,0,2.57194805194805,2.87102354901669,"ACTB","Non-neuronal","","Users"
"Parkinson disease","1/144",0.333168023536527,0.421359559178549,0,0,2.51760966306421,2.76712578023779,"LRRK2","Non-neuronal","","Users"
"Phospholipase D signaling pathway","1/149",0.342519405416614,0.426908244432301,0,0,2.43194103194103,2.60564719826507,"PDGFRA","Non-neuronal","","Users"
"Oxytocin signaling pathway","1/154",0.351741956467591,0.432140117945898,0,0,2.35187165775401,2.45737062406964,"ACTB","Non-neuronal","","Users"
"Hippo signaling pathway","1/159",0.360837419866213,0.437070677584427,0,0,2.27686996547756,2.32087681311822,"ACTB","Non-neuronal","","Users"
"JAK-STAT signaling pathway","1/164",0.369807515383916,0.438012489990748,0,0,2.20646960401562,2.1949355873337,"PDGFRA","Non-neuronal","","Users"
"Tight junction","1/167",0.375130103032096,0.438012489990748,0,0,2.16626506024096,2.12398470413251,"ACTB","Non-neuronal","","Users"
"Influenza A","1/168",0.376894468131574,0.438012489990748,0,0,2.15318454001089,2.10105606309301,"ACTB","Non-neuronal","","Users"
"Hepatocellular carcinoma","1/171",0.382158257935104,0.438208135765586,0,0,2.11486631016043,2.03433319163234,"ACTB","Non-neuronal","","Users"
"Phagosome","1/180",0.397688971923368,0.449858369757214,0,0,2.00761808024378,1.85119463153413,"ACTB","Non-neuronal","","Users"
"Transcriptional misregulation in cancer","1/183",0.402780168270994,0.449858369757214,0,0,1.97422577422577,1.79529054588731,"TSPAN7","Non-neuronal","","Users"
"Calcium signaling pathway","1/189",0.412836087579839,0.455178250408541,0,0,1.91063829787234,1.69035058119442,"PDGFRA","Non-neuronal","","Users"
"Proteoglycans in cancer","1/203",0.435657657888174,0.474260235169404,0,0,1.77695769576958,1.4764715415248,"ACTB","Non-neuronal","","Users"
"Epstein-Barr virus infection","1/229",0.475752507182059,0.505163301057403,0,0,1.57224880382775,1.1679568202904,"B2M","Non-neuronal","","Users"
"Thermogenesis","1/231",0.478718159723232,0.505163301057403,0,0,1.55841897233202,1.1479988132188,"ACTB","Non-neuronal","","Users"
"Ras signaling pathway","1/233",0.481667333566361,0.505163301057403,0,0,1.5448275862069,1.12849899647224,"PDGFRA","Non-neuronal","","Users"
"Human immunodeficiency virus 1 infection","1/238",0.488968762475438,0.506642332203466,0,0,1.51185270425777,1.08166510429111,"B2M","Non-neuronal","","Users"
"Human T-cell leukemia virus 1 infection","1/245",0.499021324292149,0.510902784394342,0,0,1.46795827123696,1.02038726280167,"B2M","Non-neuronal","","Users"
"Human papillomavirus infection","1/360",0.63889773398966,0.64641417791895,0,0,0.991896682704482,0.444380503820013,"TNR","Non-neuronal","","Users"
"Herpes simplex virus 1 infection","1/433",0.706952547489303,0.706952547489303,0,0,0.821212121212121,0.284789575051777,"B2M","Non-neuronal","","Users"
"Protein processing in endoplasmic reticulum","6/163",0.000298869430932693,0.0277948570767405,0,0,7.18180163785259,58.2839382371671,"DNAJB2;HSP90AA1;HSPH1;HSP90AB1;CRYAB;HSPA1A","Oligo","","Users"
"PI3K-Akt signaling pathway","7/357",0.00378696304919031,0.176093781787349,0,0,3.7575,20.9525372593586,"HSP90AA1;HSP90AB1;ERBB3;PPP2R2B;MAGI2;COL4A5;PTK2","Oligo","","Users"
"Histidine metabolism","2/24",0.00777954004325561,0.241165741340924,0,0,16.5696413678065,80.4664544924955,"CARNS1;ASPA","Oligo","","Users"
"Antigen processing and presentation","3/90",0.013781688990364,0.320424269025963,0,0,6.32247765006386,27.0881146205931,"HSP90AA1;HSP90AB1;HSPA1A","Oligo","","Users"
"Proteoglycans in cancer","4/203",0.0266211844915061,0.487659625878138,0,0,3.6988681726389,13.4122734313029,"ERBB3;ANK2;ANK3;PTK2","Oligo","","Users"
"Estrogen signaling pathway","3/134",0.0386585604806042,0.487659625878138,0,0,4.18956743002544,13.6286085583786,"HSP90AA1;HSP90AB1;HSPA1A","Oligo","","Users"
"Legionellosis","2/58",0.0412526294068001,0.487659625878138,0,0,6.49836173001311,20.7170398918004,"HSPD1;HSPA1A","Oligo","","Users"
"Fluid shear stress and atherosclerosis","3/143",0.0454185828968785,0.487659625878138,0,0,3.91845238095238,12.1152040745648,"HSP90AA1;HSP90AB1;PTK2","Oligo","","Users"
"Endocytosis","4/269",0.0629635200967791,0.487659625878138,0,0,2.76833010051137,7.65498574721173,"ZFYVE16;UBB;PSD3;HSPA1A","Oligo","","Users"
"Peroxisome","2/84",0.0793634563635952,0.487659625878138,0,0,4.43208771537257,11.2296571599363,"HSD17B4;FAR1","Oligo","","Users"
"ErbB signaling pathway","2/84",0.0793634563635952,0.487659625878138,0,0,4.43208771537257,11.2296571599363,"ERBB3;PTK2","Oligo","","Users"
"Primary bile acid biosynthesis","1/16",0.0852280779328565,0.487659625878138,0,0,12.0448484848485,29.6595281558033,"HSD17B4","Oligo","","Users"
"Arachidonic acid metabolism","2/89",0.0876032984790865,0.487659625878138,0,0,4.17631551196879,10.1690636096672,"PTGES3;PTGDS","Oligo","","Users"
"Progesterone-mediated oocyte maturation","2/90",0.0892810639840868,0.487659625878138,0,0,4.12864887406172,9.97467474019373,"HSP90AA1;HSP90AB1","Oligo","","Users"
"IL-17 signaling pathway","2/91",0.0909683924755358,0.487659625878138,0,0,4.08205339655706,9.78567461726232,"HSP90AA1;HSP90AB1","Oligo","","Users"
"Morphine addiction","2/92",0.0926651284705666,0.487659625878138,0,0,4.03649337410805,9.60186130336327,"PDE1A;PDE4B","Oligo","","Users"
"Small cell lung cancer","2/92",0.0926651284705666,0.487659625878138,0,0,4.03649337410805,9.60186130336327,"COL4A5;PTK2","Oligo","","Users"
"mRNA surveillance pathway","2/96",0.0995430872693535,0.487659625878138,0,0,3.8639469061097,8.91476186839404,"PPP2R2B;SRRM1","Oligo","","Users"
"Prostate cancer","2/97",0.10128457765475,0.487659625878138,0,0,3.82308063737325,8.7541708006633,"HSP90AA1;HSP90AB1","Oligo","","Users"
"Th17 cell differentiation","2/102",0.110116689714418,0.487659625878138,0,0,3.63100917431193,8.01078567049433,"HSP90AA1;HSP90AB1","Oligo","","Users"
"Longevity regulating pathway","2/102",0.110116689714418,0.487659625878138,0,0,3.63100917431193,8.01078567049433,"CRYAB;HSPA1A","Oligo","","Users"
"Amoebiasis","2/106",0.117323437019565,0.495958165582708,0,0,3.49064925899788,7.47983562542766,"COL4A5;PTK2","Oligo","","Users"
"Folate biosynthesis","1/26",0.134797995997549,0.525922684886521,0,0,7.22327272727273,14.475279251354,"QDPR","Oligo","","Users"
"Human papillomavirus infection","4/360",0.140349671752404,0.525922684886521,0,0,2.05113934684448,4.02765478799014,"DLG2;PPP2R2B;COL4A5;PTK2","Oligo","","Users"
"Biosynthesis of unsaturated fatty acids","1/32",0.163252356927345,0.525922684886521,0,0,5.82346041055718,10.5547778362182,"HSD17B4","Oligo","","Users"
"beta-Alanine metabolism","1/32",0.163252356927345,0.525922684886521,0,0,5.82346041055718,10.5547778362182,"CARNS1","Oligo","","Users"
"Spliceosome","2/132",0.16662740895972,0.525922684886521,0,0,2.78884968242766,4.9976048071824,"SRSF5;HSPA1A","Oligo","","Users"
"Prion diseases","1/34",0.17252950183296,0.525922684886521,0,0,5.46997245179063,9.61176465776711,"HSPA1A","Oligo","","Users"
"Purine metabolism","2/136",0.174509802628653,0.525922684886521,0,0,2.70505271806107,4.72241168682318,"PDE1A;PDE4B","Oligo","","Users"
"Pathways in cancer","5/535",0.176754246187123,0.525922684886521,0,0,1.72294410822357,2.9858534400698,"HSP90AA1;HSP90AB1;HHIP;COL4A5;PTK2","Oligo","","Users"
"Alanine, aspartate and glutamate metabolism","1/37",0.186254428043214,0.525922684886521,0,0,5.01338383838384,8.42570167257038,"ASPA","Oligo","","Users"
"Measles","2/144",0.190446591073336,0.525922684886521,0,0,2.55162165654477,4.23156721656993,"CD46;HSPA1A","Oligo","","Users"
"MicroRNAs in cancer","3/281",0.205111514581057,0.525922684886521,0,0,1.95953237410072,3.10429407574906,"ZEB2;ERBB3;STMN1","Oligo","","Users"
"Hedgehog signaling pathway","1/44",0.217408140411067,0.525922684886521,0,0,4.19577167019027,6.40265887262696,"HHIP","Oligo","","Users"
"Hippo signaling pathway","2/159",0.220798911895518,0.525922684886521,0,0,2.30608309472331,3.48334518515729,"DLG2;PPP2R2B","Oligo","","Users"
"MAPK signaling pathway","3/294",0.223865774139868,0.525922684886521,0,0,1.87075219549446,2.79997095432073,"ERBB3;STMN1;HSPA1A","Oligo","","Users"
"Ether lipid metabolism","1/47",0.230395150929046,0.525922684886521,0,0,3.92154150197628,5.75666369736249,"ENPP2","Oligo","","Users"
"Sphingolipid metabolism","1/48",0.234676512827076,0.525922684886521,0,0,3.83791102514507,5.5632333887563,"ACER3","Oligo","","Users"
"Tight junction","2/167",0.23715529361014,0.525922684886521,0,0,2.19338337503475,3.15636664259518,"DLG2;PPP2R2B","Oligo","","Users"
"RNA transport","2/167",0.23715529361014,0.525922684886521,0,0,2.19338337503475,3.15636664259518,"XPO1;SRRM1","Oligo","","Users"
"Influenza A","2/168",0.239205199658734,0.525922684886521,0,0,2.18005968829446,3.11843045251235,"XPO1;HSPA1A","Oligo","","Users"
"Arginine and proline metabolism","1/50",0.243168553227101,0.525922684886521,0,0,3.6808905380334,5.20478084558139,"CARNS1","Oligo","","Users"
"N-Glycan biosynthesis","1/50",0.243168553227101,0.525922684886521,0,0,3.6808905380334,5.20478084558139,"MAN2A1","Oligo","","Users"
"Necroptosis","2/176",0.25563229435061,0.540313713059243,0,0,2.07898344405779,2.83576505407505,"HSP90AA1;HSP90AB1","Oligo","","Users"
"Transcriptional misregulation in cancer","2/183",0.270027264525278,0.558056346685575,0,0,1.99787115413858,2.61567753685718,"FUS;PTK2","Oligo","","Users"
"VEGF signaling pathway","1/58",0.276212954220351,0.558430537880274,0,0,3.16299840510367,4.06946041198522,"PTK2","Oligo","","Users"
"Calcium signaling pathway","2/189",0.282363823280217,0.558719905639579,0,0,1.9331796104597,2.44461945483597,"ERBB3;PDE1A","Oligo","","Users"
"Basal cell carcinoma","1/63",0.296135408050563,0.562052917320456,0,0,2.90718475073314,3.53786496149047,"HHIP","Oligo","","Users"
"Mitophagy","1/63",0.296135408050563,0.562052917320456,0,0,2.90718475073314,3.53786496149047,"UBB","Oligo","","Users"
"Focal adhesion","2/199",0.302883978716215,0.56336420041216,0,0,1.83411726354026,2.1906796652843,"COL4A5;PTK2","Oligo","","Users"
"NOD-like receptor signaling pathway","2/205",0.315152186881081,0.571102527973634,0,0,1.77936457721336,2.05463160803914,"HSP90AA1;HSP90AB1","Oligo","","Users"
"Type I diabetes mellitus","1/69",0.31932614467343,0.571102527973634,0,0,2.64986631016043,3.02493448608656,"HSPD1","Oligo","","Users"
"cAMP signaling pathway","2/211",0.327374039551154,0.574448786382214,0,0,1.72775558579518,1.92930157479903,"HHIP;PDE4B","Oligo","","Users"
"Bacterial invasion of epithelial cells","1/74",0.338072119426041,0.582235316789293,0,0,2.46774595267746,2.67626070150163,"PTK2","Oligo","","Users"
"Renin secretion","1/76",0.345426436313788,0.584084701403315,0,0,2.40169696969697,2.55294522440514,"PDE1A","Oligo","","Users"
"ECM-receptor interaction","1/83",0.370534588575625,0.597093970132981,0,0,2.19589800443459,2.18010616468187,"COL4A5","Oligo","","Users"
"RNA degradation","1/83",0.370534588575625,0.597093970132981,0,0,2.19589800443459,2.18010616468187,"HSPD1","Oligo","","Users"
"PPAR signaling pathway","1/85",0.377531383616734,0.597093970132981,0,0,2.14339826839827,2.08788763625808,"UBC","Oligo","","Users"
"Taste transduction","1/88",0.3878823148362,0.597093970132981,0,0,2.06917450365726,1.95961853709192,"PDE1A","Oligo","","Users"
"Complement and coagulation cascades","1/88",0.3878823148362,0.597093970132981,0,0,2.06917450365726,1.95961853709192,"CD46","Oligo","","Users"
"Protein digestion and absorption","1/90",0.394687985300549,0.597093970132981,0,0,2.02247191011236,1.88021070375437,"COL4A5","Oligo","","Users"
"TGF-beta signaling pathway","1/91",0.398062646755321,0.597093970132981,0,0,1.99989898989899,1.8421987193145,"ZFYVE16","Oligo","","Users"
"Glycerophospholipid metabolism","1/97",0.417922614033417,0.615960194485153,0,0,1.87433712121212,1.6352822857275,"LPGAT1","Oligo","","Users"
"Choline metabolism in cancer","1/99",0.424397206899593,0.615960194485153,0,0,1.83589981447124,1.57352302516976,"SLC44A1","Oligo","","Users"
"AGE-RAGE signaling pathway in diabetic complications","1/101",0.430800422703146,0.615960194485153,0,0,1.799,1.51495652413907,"COL4A5","Oligo","","Users"
"Chagas disease (American trypanosomiasis)","1/103",0.437133041247528,0.615960194485153,0,0,1.76354723707665,1.45936653231442,"PPP2R2B","Oligo","","Users"
"Parathyroid hormone synthesis, secretion and action","1/107",0.449589563744888,0.619080165589219,0,0,1.69665523156089,1.35634045264046,"PDE4B","Oligo","","Users"
"Toxoplasmosis","1/108",0.452660766237278,0.619080165589219,0,0,1.68071367884452,1.33215432528309,"HSPA1A","Oligo","","Users"
"Leukocyte transendothelial migration","1/115",0.473688826835577,0.629329441367266,0,0,1.57695374800638,1.17830718333677,"PTK2","Oligo","","Users"
"Ribosome biogenesis in eukaryotes","1/115",0.473688826835577,0.629329441367266,0,0,1.57695374800638,1.17830718333677,"XPO1","Oligo","","Users"
"Sphingolipid signaling pathway","1/124",0.499552371710813,0.652455081533309,0,0,1.46090169992609,1.01392836203079,"PPP2R2B","Oligo","","Users"
"AMPK signaling pathway","1/126",0.505126514735465,0.652455081533309,0,0,1.43738181818182,0.981654676135577,"PPP2R2B","Oligo","","Users"
"Relaxin signaling pathway","1/131",0.518794133457392,0.655376564550128,0,0,1.38174825174825,0.906769712574542,"COL4A5","Oligo","","Users"
"Serotonergic synapse","1/132",0.521482427706554,0.655376564550128,0,0,1.37113115891742,0.892715664680799,"APP","Oligo","","Users"
"Dopaminergic synapse","1/135",0.52945833349422,0.656528333532833,0,0,1.34023066485753,0.852253761780172,"PPP2R2B","Oligo","","Users"
"Vascular smooth muscle contraction","1/140",0.542459766435713,0.658267296205737,0,0,1.2916939175932,0.790053423904866,"PPP1R14A","Oligo","","Users"
"Apoptosis","1/141",0.545017008686471,0.658267296205737,0,0,1.2824025974026,0.77833922187071,"SEPT4","Oligo","","Users"
"Parkinson disease","1/144",0.552604057765489,0.658874068874237,0,0,1.2553083280356,0.744540345491107,"UBB","Oligo","","Users"
"Adrenergic signaling in cardiomyocytes","1/148",0.562525417183212,0.659607171915184,0,0,1.22090290661719,0.702408590277359,"PPP2R2B","Oligo","","Users"
"Retrograde endocannabinoid signaling","1/150",0.567404018851771,0.659607171915184,0,0,1.20439292251373,0.682509805917088,"NAPEPLD","Oligo","","Users"
"Hepatitis C","1/160",0.590999937853773,0.67855548420248,0,0,1.12807318467696,0.59329809637455,"PPP2R2B","Oligo","","Users"
"Alzheimer disease","1/175",0.624022695195237,0.702406812484321,0,0,1.03004179728318,0.485735307275816,"APP","Oligo","","Users"
"Tuberculosis","1/178",0.63030297617987,0.702406812484321,0,0,1.01242937853107,0.467291498217409,"HSPD1","Oligo","","Users"
"Axon guidance","1/180",0.634431959663257,0.702406812484321,0,0,1.0010157440325,0.455487421315203,"PTK2","Oligo","","Users"
"Chemokine signaling pathway","1/197",0.667732735918922,0.730578169887762,0,0,0.913404452690167,0.368894173158584,"PTK2","Oligo","","Users"
"Rap1 signaling pathway","1/209",0.689411340904897,0.743026565833964,0,0,0.860183566433566,0.319917041696231,"MAGI2","Oligo","","Users"
"Kaposi sarcoma-associated herpesvirus infection","1/216",0.701403605606241,0.743026565833964,0,0,0.831881606765328,0.295044947444314,"UBB","Oligo","","Users"
"Regulation of actin cytoskeleton","1/217",0.70307890100418,0.743026565833964,0,0,0.827988215488215,0.291688787928732,"PTK2","Oligo","","Users"
"Human immunodeficiency virus 1 infection","1/238",0.736185324599798,0.769272305480688,0,0,0.753816647487534,0.230873981739049,"PTK2","Oligo","","Users"
"Human T-cell leukemia virus 1 infection","1/245",0.746386267822328,0.771265810083073,0,0,0.731929955290611,0.214098315208796,"XPO1","Oligo","","Users"
"Human cytomegalovirus infection","1/255",0.760284434142564,0.776993982145697,0,0,0.702755905511811,0.192599152982996,"PTK2","Oligo","","Users"
"Herpes simplex virus 1 infection","1/433",0.912516829671031,0.922435490863107,0,0,0.409448653198653,0.0374845124797903,"SRSF5","Oligo","","Users"
"Olfactory transduction","1/1133",0.998481305395422,0.998481305395422,0,0,0.150634436235143,0.000228941595793695,"PDE1A","Oligo","","Users"
"Prostate cancer","4/97",0.00183174325581679,0.0785626228832727,0,0,8.2680864390855,52.1095086759667,"PDGFRA;HSP90AA1;HSP90AB1;ZEB1","OPC","","Users"
"Cell adhesion molecules (CAMs)","5/170",0.00221303163051472,0.0785626228832727,0,0,5.86096256684492,35.8303612286871,"VCAN;ALCAM;NRXN1;LRRC4C;MPZL1","OPC","","Users"
"Antigen processing and presentation","3/90",0.0124911796757364,0.295624585659095,0,0,6.56697612732096,28.7812997635423,"HSP90AA1;HSP90AB1;B2M","OPC","","Users"
"MicroRNAs in cancer","5/281",0.0175964953685728,0.312337792792168,0,0,3.48412190963342,14.0760459657432,"PDGFRA;ZEB2;MARCKS;ZEB1;STMN1","OPC","","Users"
"Spliceosome","3/132",0.0339472159122925,0.482050465954554,0,0,4.41949910554562,14.950937577591,"HNRNPU;SRSF7;SF3B1","OPC","","Users"
"PI3K-Akt signaling pathway","5/357",0.0428961454190304,0.507604387458527,0,0,2.72128453654189,8.56925236756646,"PDGFRA;HSP90AA1;HSP90AB1;MAGI2;SGK1","OPC","","Users"
"RNA transport","3/167",0.0605364417681455,0.56584344946203,0,0,3.47015712945591,9.73208951055261,"FXR1;XPO1;NUPL2","OPC","","Users"
"Necroptosis","3/176",0.0685742684870421,0.56584344946203,0,0,3.28812805691418,8.81165021839689,"HSP90AA1;HSP90AB1;DNM1L","OPC","","Users"
"Progesterone-mediated oocyte maturation","2/90",0.0838782567932498,0.56584344946203,0,0,4.28679653679654,10.6243487617972,"HSP90AA1;HSP90AB1","OPC","","Users"
"IL-17 signaling pathway","2/91",0.0854740023024017,0.56584344946203,0,0,4.23841626538256,10.4245671240649,"HSP90AA1;HSP90AB1","OPC","","Users"
"NOD-like receptor signaling pathway","3/205",0.0974987144129274,0.56584344946203,0,0,2.81192878903275,6.54593426228905,"HSP90AA1;HSP90AB1;DNM1L","OPC","","Users"
"Choline metabolism in cancer","2/99",0.0985601444163033,0.56584344946203,0,0,3.8872852233677,9.00718316399821,"DGKG;PDGFRA","OPC","","Users"
"Th17 cell differentiation","2/102",0.103605138633893,0.56584344946203,0,0,3.77009523809524,8.5474405990646,"HSP90AA1;HSP90AB1","OPC","","Users"
"Estrogen signaling pathway","2/134",0.161090274234169,0.709342015794742,0,0,2.85151515151515,5.20626887961418,"HSP90AA1;HSP90AB1","OPC","","Users"
"Fluid shear stress and atherosclerosis","2/143",0.178167135216193,0.709342015794742,0,0,2.66828774062817,4.60288495934926,"HSP90AA1;HSP90AB1","OPC","","Users"
"Aldosterone-regulated sodium reabsorption","1/38",0.184565818180644,0.709342015794742,0,0,5.06272310045895,8.55473201017702,"SGK1","OPC","","Users"
"Phospholipase D signaling pathway","2/149",0.189703648902075,0.709342015794742,0,0,2.55860058309038,4.25314170802694,"DGKG;PDGFRA","OPC","","Users"
"MAPK signaling pathway","3/294",0.208534749191718,0.709342015794742,0,0,1.94310071371927,3.04610103493666,"PDGFRA;TAOK3;STMN1","OPC","","Users"
"Protein processing in endoplasmic reticulum","2/163",0.216978976596705,0.709342015794742,0,0,2.33445726116534,3.56694520602117,"HSP90AA1;HSP90AB1","OPC","","Users"
"Notch signaling pathway","1/49",0.231388743498926,0.709342015794742,0,0,3.90035377358491,5.70877663426209,"MAML2","OPC","","Users"
"Cysteine and methionine metabolism","1/50",0.235510907008418,0.709342015794742,0,0,3.82056218713901,5.52452548143668,"MAT2A","OPC","","Users"
"Transcriptional misregulation in cancer","2/183",0.256465060262306,0.709342015794742,0,0,2.0744014732965,2.82276844207523,"ZEB1;FUS","OPC","","Users"
"Long-term depression","1/61",0.27943422660169,0.709342015794742,0,0,3.11839622641509,3.97591882598974,"GRID2","OPC","","Users"
"Glycerolipid metabolism","1/61",0.27943422660169,0.709342015794742,0,0,3.11839622641509,3.97591882598974,"DGKG","OPC","","Users"
"Central carbon metabolism in cancer","1/64",0.290973105754829,0.709342015794742,0,0,2.96945193171608,3.66586097173019,"PDGFRA","OPC","","Users"
"Glycolysis / Gluconeogenesis","1/67",0.302328904621384,0.709342015794742,0,0,2.83404802744425,3.3902009494186,"GAPDH","OPC","","Users"
"Rap1 signaling pathway","2/209",0.307939940274313,0.709342015794742,0,0,1.81145617667357,2.13362458902388,"PDGFRA;MAGI2","OPC","","Users"
"Type I diabetes mellitus","1/69",0.309799148994662,0.709342015794742,0,0,2.75041620421754,3.22302324041837,"CPE","OPC","","Users"
"Melanoma","1/72",0.320856187259909,0.709342015794742,0,0,2.63380281690141,2.99400767152643,"PDGFRA","OPC","","Users"
"Glioma","1/75",0.331737720208307,0.709342015794742,0,0,2.5266445690974,2.78792645468183,"PDGFRA","OPC","","Users"
"PPAR signaling pathway","1/85",0.36677707388026,0.709342015794742,0,0,2.22473045822102,2.23140697133763,"FABP7","OPC","","Users"
"Gap junction","1/86",0.370179269937887,0.709342015794742,0,0,2.1984461709212,2.18474518471583,"PDGFRA","OPC","","Users"
"Th1 and Th2 cell differentiation","1/87",0.373563356503375,0.709342015794742,0,0,2.17277314611672,2.13945944863333,"MAML2","OPC","","Users"
"Fc gamma R-mediated phagocytosis","1/87",0.373563356503375,0.709342015794742,0,0,2.17277314611672,2.13945944863333,"MARCKS","OPC","","Users"
"Complement and coagulation cascades","1/88",0.376929429029837,0.709342015794742,0,0,2.1476903057905,2.09549563250752,"CD46","OPC","","Users"
"Human T-cell leukemia virus 1 infection","2/245",0.377939765005458,0.709342015794742,0,0,1.54027042915932,1.49871462286436,"XPO1;B2M","OPC","","Users"
"Arachidonic acid metabolism","1/89",0.38027758252405,0.709342015794742,0,0,2.12317753001715,2.0528022897368,"PTGDS","OPC","","Users"
"Morphine addiction","1/92",0.390215471231512,0.709342015794742,0,0,2.05287165664524,1.93186760457632,"PDE4B","OPC","","Users"
"Human cytomegalovirus infection","2/255",0.396906817113132,0.709342015794742,0,0,1.47863730472426,1.36634033662728,"PDGFRA;B2M","OPC","","Users"
"Glycerophospholipid metabolism","1/97",0.406428961537089,0.709342015794742,0,0,1.94545990566038,1.7515872808524,"DGKG","OPC","","Users"
"Phosphatidylinositol signaling system","1/98",0.409620037289921,0.709342015794742,0,0,1.92530636063023,1.71838461263986,"DGKG","OPC","","Users"
"HIF-1 signaling pathway","1/104",0.428412698260455,0.709779486664779,0,0,1.81260304084997,1.53648613769913,"GAPDH","OPC","","Users"
"Parathyroid hormone synthesis, secretion and action","1/107",0.437585562561666,0.709779486664779,0,0,1.76103595585618,1.45546631642173,"PDE4B","OPC","","Users"
"TNF signaling pathway","1/110",0.446612573669453,0.709779486664779,0,0,1.71230742599965,1.38022900619317,"DNM1L","OPC","","Users"
"Ribosome biogenesis in eukaryotes","1/115",0.461339698299519,0.709779486664779,0,0,1.63679245283019,1.26625641619103,"XPO1","OPC","","Users"
"Neurotrophin signaling pathway","1/121",0.47850050588611,0.709779486664779,0,0,1.55448113207547,1.14580495036669,"BEX3","OPC","","Users"
"FoxO signaling pathway","1/132",0.508567136903524,0.709779486664779,0,0,1.42316001728359,0.962281092019758,"SGK1","OPC","","Users"
"Dopaminergic synapse","1/135",0.516464730042528,0.709779486664779,0,0,1.39108701774148,0.919158353212092,"SCN1A","OPC","","Users"
"Purine metabolism","1/136",0.519069217649164,0.709779486664779,0,0,1.38071278825996,0.905358279688724,"PDE4B","OPC","","Users"
"Vascular smooth muscle contraction","1/140",0.529348917799542,0.709779486664779,0,0,1.34070856522329,0.85283475299215,"CALCRL","OPC","","Users"
"Measles","1/144",0.539410902718247,0.709779486664779,0,0,1.30294234067819,0.804277193700665,"CD46","OPC","","Users"
