,Gene Ontology,Metadata,Sex,Cell Type,Time Point,Tissue,deg_method,Term,-log10.p-value
44,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,E18,WB,LimmaVoomCC,cardiac left ventricle morphogenesis,1.580337682946
45,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,E18,WB,LimmaVoomCC,neuron cell-cell adhesion,1.580337682946
46,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Lamp5,E18,WB,LimmaVoomCC,endoplasmic reticulum subcompartment,1.580337682946
47,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,E18,WB,LimmaVoomCC,syntaxin-1 binding,1.55077485211346
48,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,E18,WB,LimmaVoomCC,embryo development ending in birth or egg hatching,1.49721766532713
49,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,E18,WB,LimmaVoomCC,fatty-acyl-CoA metabolic process,1.44971304192787
50,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,E18,WB,LimmaVoomCC,dynein complex binding,1.44971304192787
51,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,E18,WB,LimmaVoomCC,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",1.3329242383351
0,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,neurexin family protein binding,3.80502697691644
1,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,"regulation of synaptic transmission, GABAergic",3.71839714369225
2,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,nervous system development,3.6996636369241
3,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,regulation of synaptic vesicle exocytosis,3.32834300387698
4,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,regulation of axon extension,2.72175780632025
5,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,peroxisomal membrane,2.5817421052625
6,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,protein localization to membrane,2.46193795834918
7,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,amyloid-beta binding,2.40809966229086
8,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,regulation of axonogenesis,2.30989145996401
9,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,protein homooligomerization,2.25370194019499
10,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,glycerophospholipid metabolic process,2.18178982589494
11,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,positive regulation of multicellular organismal process,2.18027515041369
12,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,response to calcium ion,2.0053486812633
13,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,negative regulation of phospholipase activity,1.94510792023162
14,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,endoplasmic reticulum membrane organization,1.94510792023162
15,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,positive regulation of clathrin-dependent endocytosis,1.94510792023162
16,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,clathrin light chain binding,1.94510792023162
17,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,actin binding,1.90981327536317
18,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,platelet alpha granule,1.89711992658805
19,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,fructose metabolic process,1.87856223627802
20,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,"fructose 1,6-bisphosphate metabolic process",1.87856223627802
21,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,amino acid import across plasma membrane,1.87856223627802
22,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,aldehyde-lyase activity,1.87856223627802
23,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,high-affinity glutamate transmembrane transporter activity,1.87856223627802
24,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,vascular endothelial growth factor-activated receptor activity,1.87856223627802
25,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,regulation of cytoskeleton organization,1.85248130868215
26,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,RNA binding,1.84224806003473
27,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,insulin metabolic process,1.82097132870655
28,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,excitatory synapse assembly,1.82097132870655
29,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,positive regulation of behavior,1.82097132870655
30,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,small GTPase mediated signal transduction,1.81853465675966
31,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,axon initial segment,1.77021976809679
32,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,cytoskeletal anchor activity,1.77021976809679
33,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,serine-type exopeptidase activity,1.77021976809679
34,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,positive regulation of epithelial cell proliferation,1.7548296565878
35,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,positive regulation of circadian rhythm,1.72486315398061
36,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,presynaptic membrane assembly,1.72486315398061
37,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,microtubule anchoring at microtubule organizing center,1.68387125462577
38,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,spanning component of membrane,1.68387125462577
39,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,histone H3-K9 demethylation,1.64648338487129
40,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,cellular potassium ion homeostasis,1.61212187233262
41,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,RNA interference,1.61212187233262
42,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,synaptic vesicle localization,1.61212187233262
43,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,histone demethylase activity (H3-K9 specific),1.61212187233262
44,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,cardiac left ventricle morphogenesis,1.580337682946
45,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,neuron cell-cell adhesion,1.580337682946
46,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,endoplasmic reticulum subcompartment,1.580337682946
47,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,syntaxin-1 binding,1.55077485211346
48,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,embryo development ending in birth or egg hatching,1.49721766532713
49,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,fatty-acyl-CoA metabolic process,1.44971304192787
50,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,dynein complex binding,1.44971304192787
51,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P30,WB,LimmaVoomCC,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",1.3329242383351
0,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,neurexin family protein binding,3.80502697691644
1,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,"regulation of synaptic transmission, GABAergic",3.71839714369225
2,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,nervous system development,3.6996636369241
3,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,regulation of synaptic vesicle exocytosis,3.32834300387698
4,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,regulation of axon extension,2.72175780632025
5,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,peroxisomal membrane,2.5817421052625
6,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,protein localization to membrane,2.46193795834918
7,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,amyloid-beta binding,2.40809966229086
8,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,regulation of axonogenesis,2.30989145996401
9,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,protein homooligomerization,2.25370194019499
10,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,glycerophospholipid metabolic process,2.18178982589494
11,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,positive regulation of multicellular organismal process,2.18027515041369
12,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,response to calcium ion,2.0053486812633
13,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,negative regulation of phospholipase activity,1.94510792023162
14,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,endoplasmic reticulum membrane organization,1.94510792023162
15,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,positive regulation of clathrin-dependent endocytosis,1.94510792023162
16,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,clathrin light chain binding,1.94510792023162
17,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,actin binding,1.90981327536317
18,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,platelet alpha granule,1.89711992658805
19,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,fructose metabolic process,1.87856223627802
20,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,"fructose 1,6-bisphosphate metabolic process",1.87856223627802
21,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,amino acid import across plasma membrane,1.87856223627802
22,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,aldehyde-lyase activity,1.87856223627802
23,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,high-affinity glutamate transmembrane transporter activity,1.87856223627802
24,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,vascular endothelial growth factor-activated receptor activity,1.87856223627802
25,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,regulation of cytoskeleton organization,1.85248130868215
26,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,RNA binding,1.84224806003473
27,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,insulin metabolic process,1.82097132870655
28,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,excitatory synapse assembly,1.82097132870655
29,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,positive regulation of behavior,1.82097132870655
30,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,small GTPase mediated signal transduction,1.81853465675966
31,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,axon initial segment,1.77021976809679
32,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,cytoskeletal anchor activity,1.77021976809679
33,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,serine-type exopeptidase activity,1.77021976809679
34,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,positive regulation of epithelial cell proliferation,1.7548296565878
35,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,positive regulation of circadian rhythm,1.72486315398061
36,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,presynaptic membrane assembly,1.72486315398061
37,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,microtubule anchoring at microtubule organizing center,1.68387125462577
38,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,spanning component of membrane,1.68387125462577
39,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,histone H3-K9 demethylation,1.64648338487129
40,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,cellular potassium ion homeostasis,1.61212187233262
41,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,RNA interference,1.61212187233262
42,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,synaptic vesicle localization,1.61212187233262
43,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,histone demethylase activity (H3-K9 specific),1.61212187233262
44,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,cardiac left ventricle morphogenesis,1.580337682946
45,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,neuron cell-cell adhesion,1.580337682946
46,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,endoplasmic reticulum subcompartment,1.580337682946
47,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,syntaxin-1 binding,1.55077485211346
48,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,embryo development ending in birth or egg hatching,1.49721766532713
49,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,fatty-acyl-CoA metabolic process,1.44971304192787
50,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,dynein complex binding,1.44971304192787
51,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P60,WB,LimmaVoomCC,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",1.3329242383351
0,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,neurexin family protein binding,3.80502697691644
1,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,"regulation of synaptic transmission, GABAergic",3.71839714369225
2,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,nervous system development,3.6996636369241
3,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,regulation of synaptic vesicle exocytosis,3.32834300387698
4,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,regulation of axon extension,2.72175780632025
5,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,peroxisomal membrane,2.5817421052625
6,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,protein localization to membrane,2.46193795834918
7,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,amyloid-beta binding,2.40809966229086
8,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,regulation of axonogenesis,2.30989145996401
9,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,protein homooligomerization,2.25370194019499
10,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,glycerophospholipid metabolic process,2.18178982589494
11,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,positive regulation of multicellular organismal process,2.18027515041369
12,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,response to calcium ion,2.0053486812633
13,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,negative regulation of phospholipase activity,1.94510792023162
14,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,endoplasmic reticulum membrane organization,1.94510792023162
15,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,positive regulation of clathrin-dependent endocytosis,1.94510792023162
16,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,clathrin light chain binding,1.94510792023162
17,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,actin binding,1.90981327536317
18,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,platelet alpha granule,1.89711992658805
19,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,fructose metabolic process,1.87856223627802
20,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,"fructose 1,6-bisphosphate metabolic process",1.87856223627802
21,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,amino acid import across plasma membrane,1.87856223627802
22,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,aldehyde-lyase activity,1.87856223627802
23,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,high-affinity glutamate transmembrane transporter activity,1.87856223627802
24,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,vascular endothelial growth factor-activated receptor activity,1.87856223627802
25,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,regulation of cytoskeleton organization,1.85248130868215
26,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,RNA binding,1.84224806003473
27,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,insulin metabolic process,1.82097132870655
28,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,excitatory synapse assembly,1.82097132870655
29,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,positive regulation of behavior,1.82097132870655
30,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,small GTPase mediated signal transduction,1.81853465675966
31,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,axon initial segment,1.77021976809679
32,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,cytoskeletal anchor activity,1.77021976809679
33,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,serine-type exopeptidase activity,1.77021976809679
34,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,positive regulation of epithelial cell proliferation,1.7548296565878
35,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,positive regulation of circadian rhythm,1.72486315398061
36,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,presynaptic membrane assembly,1.72486315398061
37,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,microtubule anchoring at microtubule organizing center,1.68387125462577
38,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,spanning component of membrane,1.68387125462577
39,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,histone H3-K9 demethylation,1.64648338487129
40,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,cellular potassium ion homeostasis,1.61212187233262
41,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,RNA interference,1.61212187233262
42,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,synaptic vesicle localization,1.61212187233262
43,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,histone demethylase activity (H3-K9 specific),1.61212187233262
44,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,cardiac left ventricle morphogenesis,1.580337682946
45,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,neuron cell-cell adhesion,1.580337682946
46,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,endoplasmic reticulum subcompartment,1.580337682946
47,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,syntaxin-1 binding,1.55077485211346
48,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,embryo development ending in birth or egg hatching,1.49721766532713
49,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,fatty-acyl-CoA metabolic process,1.44971304192787
50,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,dynein complex binding,1.44971304192787
51,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Lamp5,P150,WB,LimmaVoomCC,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",1.3329242383351
0,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,sodium channel inhibitor activity,4.43119497313245
1,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,negative regulation of sodium ion transmembrane transport,3.95580676949317
2,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,regulation of membrane depolarization,3.53243953446667
3,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,negative regulation of ion transmembrane transporter activity,3.29156943279975
4,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,protein polyubiquitination,2.98596507886107
5,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,regulation of dendrite morphogenesis,2.64786178212619
6,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,nuclear body,2.55354230490251
7,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,proton transmembrane transporter activity,2.52127178973232
8,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,response to light stimulus,2.41153638538742
9,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,ubiquitin-protein transferase activity,2.37462497961045
10,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,actin cytoskeleton reorganization,2.36865498998225
11,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,positive regulation of endocytosis,2.3279120541909
12,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,protein catabolic process,2.12919793543042
13,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,single-stranded DNA binding,2.06934329044904
14,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,phosphorylation of RNA polymerase II C-terminal domain,2.0194161873375
15,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,negative regulation of glucocorticoid receptor signaling pathway,2.0194161873375
16,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,regulation of cardiac muscle cell apoptotic process,2.0194161873375
17,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,regulation of relaxation of cardiac muscle,2.0194161873375
18,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,palmitoyl-CoA hydrolase activity,2.0194161873375
19,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,cellular metal ion homeostasis,1.98724559863656
20,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,pentose metabolic process,1.95280546268339
21,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,genetic imprinting,1.89514955095049
22,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,cyclin/CDK positive transcription elongation factor complex,1.89514955095049
23,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,regulation of cell communication by electrical coupling involved in cardiac conduction,1.84433302215967
24,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,negative regulation of circadian rhythm,1.84433302215967
